# 출처: 국토교통부 실거래가 공개시스템(rt.molit.go.kr) 아파트 전월세 실거래 2026.03~05 전국, 원본 238,658건 집계
# 시도·시군구·전월세·전용면적대별 보증금/월세 중위값. 면적대 평은 전용면적 ㎡ 환산.
시도,시군구,전월세,전용면적대,거래건수,보증금중위(만원),월세중위(만원),건축년도중위
서울특별시,강동구,전세,40~60㎡(12~18평),557,51500,0,2019
서울특별시,강동구,전세,40㎡미만(~12평),49,21900,0,2019
서울특별시,강동구,전세,60~85㎡(18~26평),780,65000,0,2009
서울특별시,강동구,전세,85~135㎡(26~40평),134,75000,0,2008
서울특별시,강북구,월세,40~60㎡(12~18평),89,10000,80,2006
서울특별시,강북구,월세,40㎡미만(~12평),119,1000,66,2020
서울특별시,강북구,월세,60~85㎡(18~26평),104,10000,130,2009
서울특별시,강북구,월세,85~135㎡(26~40평),13,27500,100,2004
서울특별시,강북구,전세,40~60㎡(12~18평),117,36750,0,2004
서울특별시,강북구,전세,40㎡미만(~12평),25,17500,0,2021
서울특별시,강북구,전세,60~85㎡(18~26평),144,49330,0,2006
서울특별시,강북구,전세,85~135㎡(26~40평),36,55000,0,2004
서울특별시,강서구,월세,135㎡이상(40평~),9,60000,80,2002
서울특별시,강서구,월세,40~60㎡(12~18평),448,9355,56,2007
서울특별시,강서구,월세,40㎡미만(~12평),621,3500,32,2012
서울특별시,강서구,월세,60~85㎡(18~26평),264,30000,110,2004
서울특별시,강서구,월세,85~135㎡(26~40평),56,40000,136,2003
서울특별시,강서구,전세,135㎡이상(40평~),16,83500,0,2002
서울특별시,강서구,전세,40~60㎡(12~18평),656,40000,0,1999
서울특별시,강서구,전세,40㎡미만(~12평),264,24050,0,1993
서울특별시,강서구,전세,60~85㎡(18~26평),592,55000,0,2005
서울특별시,강서구,전세,85~135㎡(26~40평),135,70000,0,2002
서울특별시,관악구,월세,135㎡이상(40평~),5,39000,140,2005
서울특별시,관악구,월세,40~60㎡(12~18평),175,12000,115,2004
서울특별시,관악구,월세,40㎡미만(~12평),240,2750,65,2016
서울특별시,관악구,월세,60~85㎡(18~26평),159,20000,120,2004
서울특별시,관악구,월세,85~135㎡(26~40평),30,21000,124,2003
서울특별시,관악구,전세,135㎡이상(40평~),1,80000,0,1988
서울특별시,관악구,전세,40~60㎡(12~18평),236,45000,0,2003
서울특별시,관악구,전세,40㎡미만(~12평),34,21872,0,2010
서울특별시,관악구,전세,60~85㎡(18~26평),250,55000,0,2003
서울특별시,관악구,전세,85~135㎡(26~40평),83,62000,0,2000
서울특별시,광진구,월세,135㎡이상(40평~),23,55000,320,2007
서울특별시,광진구,월세,40~60㎡(12~18평),107,20000,135,1997
서울특별시,광진구,월세,40㎡미만(~12평),223,8200,50,2025
서울특별시,광진구,월세,60~85㎡(18~26평),158,36475,130,1997
서울특별시,광진구,월세,85~135㎡(26~40평),21,50000,240,2007
서울특별시,광진구,전세,135㎡이상(40평~),41,126000,0,2007
서울특별시,광진구,전세,40~60㎡(12~18평),135,57750,0,1997
서울특별시,광진구,전세,40㎡미만(~12평),10,14900,0,2016
서울특별시,광진구,전세,60~85㎡(18~26평),273,73500,0,1996
서울특별시,광진구,전세,85~135㎡(26~40평),43,120000,0,2007
서울특별시,구로구,월세,135㎡이상(40평~),4,42500,240,2001
서울특별시,구로구,월세,40~60㎡(12~18평),561,6514,38,2011
서울특별시,구로구,월세,40㎡미만(~12평),392,4740,26,2017
서울특별시,구로구,월세,60~85㎡(18~26평),350,23400,54,2020
서울특별시,구로구,월세,85~135㎡(26~40평),32,26500,95,2002
서울특별시,구로구,전세,135㎡이상(40평~),13,86000,0,2000
서울특별시,구로구,전세,40~60㎡(12~18평),406,30000,0,2000
서울특별시,구로구,전세,40㎡미만(~12평),60,15500,0,2012
서울특별시,구로구,전세,60~85㎡(18~26평),428,46100,0,2001
서울특별시,구로구,전세,85~135㎡(26~40평),109,45000,0,2011
서울특별시,금천구,월세,135㎡이상(40평~),1,22000,30,2004
서울특별시,금천구,월세,40~60㎡(12~18평),116,10000,61,2002
서울특별시,금천구,월세,40㎡미만(~12평),142,1077,43,2017
서울특별시,금천구,월세,60~85㎡(18~26평),72,10000,100,2004
서울특별시,금천구,월세,85~135㎡(26~40평),17,11000,100,2000
서울특별시,금천구,전세,40~60㎡(12~18평),162,33000,0,2002
서울특별시,금천구,전세,40㎡미만(~12평),26,17350,0,2014
서울특별시,금천구,전세,60~85㎡(18~26평),105,42000,0,2004
서울특별시,금천구,전세,85~135㎡(26~40평),34,45575,0,2000
서울특별시,노원구,월세,135㎡이상(40평~),2,47500,120,1997
서울특별시,노원구,월세,40~60㎡(12~18평),1164,5000,70,1989
서울특별시,노원구,월세,40㎡미만(~12평),504,1474,36,1995
서울특별시,노원구,월세,60~85㎡(18~26평),244,18500,110,1997
서울특별시,노원구,월세,85~135㎡(26~40평),36,28000,120,1994
서울특별시,노원구,전세,135㎡이상(40평~),8,71000,0,2001
서울특별시,노원구,전세,40~60㎡(12~18평),1473,26000,0,1988
서울특별시,노원구,전세,40㎡미만(~12평),205,19000,0,1989
서울특별시,노원구,전세,60~85㎡(18~26평),469,47000,0,1996
서울특별시,노원구,전세,85~135㎡(26~40평),109,62000,0,1996
서울특별시,도봉구,월세,135㎡이상(40평~),1,20000,150,1998
서울특별시,도봉구,월세,40~60㎡(12~18평),205,3000,75,1990
서울특별시,도봉구,월세,40㎡미만(~12평),136,1000,56,1991
서울특별시,도봉구,월세,60~85㎡(18~26평),171,10000,100,1992
서울특별시,도봉구,월세,85~135㎡(26~40평),16,21500,132,2002
서울특별시,도봉구,전세,135㎡이상(40평~),14,55500,0,1998
서울특별시,도봉구,전세,40~60㎡(12~18평),287,23100,0,1990
서울특별시,도봉구,전세,40㎡미만(~12평),67,16800,0,1989
서울특별시,도봉구,전세,60~85㎡(18~26평),330,38000,0,1995
서울특별시,도봉구,전세,85~135㎡(26~40평),33,55000,0,2001
서울특별시,동대문구,월세,135㎡이상(40평~),1,6000,140,1978
서울특별시,동대문구,월세,40~60㎡(12~18평),299,12764,70,2019
서울특별시,동대문구,월세,40㎡미만(~12평),377,4161,50,2019
서울특별시,동대문구,월세,60~85㎡(18~26평),177,20000,150,2007
서울특별시,동대문구,월세,85~135㎡(26~40평),62,19500,110,2002
서울특별시,동대문구,전세,135㎡이상(40평~),6,57750,0,1978
서울특별시,동대문구,전세,40~60㎡(12~18평),319,51000,0,2014
서울특별시,동대문구,전세,40㎡미만(~12평),43,25200,0,2011
서울특별시,동대문구,전세,60~85㎡(18~26평),337,60000,0,2007
서울특별시,동대문구,전세,85~135㎡(26~40평),102,60450,0,2002
서울특별시,동작구,월세,135㎡이상(40평~),5,20000,150,2004
서울특별시,동작구,월세,40~60㎡(12~18평),228,24000,120,2001
서울특별시,동작구,월세,40㎡미만(~12평),262,7350,50,2024
서울특별시,동작구,월세,60~85㎡(18~26평),320,35000,125,2009
서울특별시,동작구,월세,85~135㎡(26~40평),58,35750,157,2004
서울특별시,동작구,전세,135㎡이상(40평~),10,107500,0,2003
서울특별시,동작구,전세,40~60㎡(12~18평),411,52500,0,2007
서울특별시,동작구,전세,40㎡미만(~12평),25,26880,0,2016
서울특별시,동작구,전세,60~85㎡(18~26평),513,73000,0,2010
서울특별시,동작구,전세,85~135㎡(26~40평),104,75700,0,2001
서울특별시,마포구,월세,135㎡이상(40평~),21,50000,320,2004
서울특별시,마포구,월세,40~60㎡(12~18평),521,8609,80,2008
서울특별시,마포구,월세,40㎡미만(~12평),548,6120,43,2020
서울특별시,마포구,월세,60~85㎡(18~26평),346,30000,170,2006
서울특별시,마포구,월세,85~135㎡(26~40평),72,40000,235,2005
서울특별시,마포구,전세,135㎡이상(40평~),28,143000,0,2007
서울특별시,마포구,전세,40~60㎡(12~18평),460,55625,0,2003
서울특별시,마포구,전세,40㎡미만(~12평),23,28350,0,2009
서울특별시,마포구,전세,60~85㎡(18~26평),460,73500,0,2006
서울특별시,마포구,전세,85~135㎡(26~40평),119,84000,0,2005
서울특별시,서대문구,월세,135㎡이상(40평~),5,8500,120,2005
서울특별시,서대문구,월세,40~60㎡(12~18평),193,13000,120,2006
서울특별시,서대문구,월세,40㎡미만(~12평),219,4870,42,2020
서울특별시,서대문구,월세,60~85㎡(18~26평),225,21000,140,2012
서울특별시,서대문구,월세,85~135㎡(26~40평),38,30000,151,2000
서울특별시,서대문구,전세,135㎡이상(40평~),13,69000,0,1999
서울특별시,서대문구,전세,40~60㎡(12~18평),274,54500,0,2012
서울특별시,서대문구,전세,40㎡미만(~12평),20,23500,0,2017
서울특별시,서대문구,전세,60~85㎡(18~26평),380,65000,0,2012
서울특별시,서대문구,전세,85~135㎡(26~40평),78,66812,0,2000
서울특별시,서초구,월세,135㎡이상(40평~),84,65000,300,2003
서울특별시,서초구,월세,40~60㎡(12~18평),338,21720,89,2013
서울특별시,서초구,월세,40㎡미만(~12평),197,3506,80,2013
서울특별시,서초구,월세,60~85㎡(18~26평),464,40000,217,2008
서울특별시,서초구,월세,85~135㎡(26~40평),219,60000,221,2005
서울특별시,서초구,전세,135㎡이상(40평~),96,151500,0,2003
서울특별시,서초구,전세,40~60㎡(12~18평),398,68640,0,2013
서울특별시,서초구,전세,40㎡미만(~12평),64,34750,0,2013
서울특별시,서초구,전세,60~85㎡(18~26평),562,95000,0,2006
서울특별시,서초구,전세,85~135㎡(26~40평),272,115000,0,2006
서울특별시,성동구,월세,135㎡이상(40평~),19,30000,610,2014
서울특별시,성동구,월세,40~60㎡(12~18평),373,20000,160,2011
서울특별시,성동구,월세,40㎡미만(~12평),98,3240,51,2018
서울특별시,성동구,월세,60~85㎡(18~26평),343,30000,180,2007
서울특별시,성동구,월세,85~135㎡(26~40평),82,32500,215,2003
서울특별시,성동구,전세,135㎡이상(40평~),23,75000,0,1986
서울특별시,성동구,전세,40~60㎡(12~18평),495,65000,0,2004
서울특별시,성동구,전세,40㎡미만(~12평),6,70000,0,2017
서울특별시,성동구,전세,60~85㎡(18~26평),526,77000,0,2003
서울특별시,성동구,전세,85~135㎡(26~40평),148,85000,0,2001
서울특별시,성북구,월세,135㎡이상(40평~),4,17500,250,1998
서울특별시,성북구,월세,40~60㎡(12~18평),337,12936,100,2007
서울특별시,성북구,월세,40㎡미만(~12평),140,7692,37,2020
서울특별시,성북구,월세,60~85㎡(18~26평),184,20000,140,2006
서울특별시,성북구,월세,85~135㎡(26~40평),38,27500,155,2005
서울특별시,성북구,전세,135㎡이상(40평~),4,75000,0,2004
서울특별시,성북구,전세,40~60㎡(12~18평),465,47250,0,2008
서울특별시,성북구,전세,40㎡미만(~12평),62,20754,0,2019
서울특별시,성북구,전세,60~85㎡(18~26평),411,55000,0,2007
서울특별시,성북구,전세,85~135㎡(26~40평),119,66150,0,2005
서울특별시,송파구,월세,135㎡이상(40평~),46,56000,200,2001
서울특별시,송파구,월세,40~60㎡(12~18평),710,10000,43,2011
서울특별시,송파구,월세,40㎡미만(~12평),469,5199,28,2015
서울특별시,송파구,월세,60~85㎡(18~26평),781,32000,165,2008
서울특별시,송파구,월세,85~135㎡(26~40평),224,50000,176,2008
서울특별시,송파구,전세,135㎡이상(40평~),97,110000,0,1988
서울특별시,송파구,전세,40~60㎡(12~18평),556,54037,0,2008
서울특별시,송파구,전세,40㎡미만(~12평),126,43694,0,2008
서울특별시,송파구,전세,60~85㎡(18~26평),1083,75000,0,2007
서울특별시,송파구,전세,85~135㎡(26~40평),374,92000,0,2008
서울특별시,양천구,월세,135㎡이상(40평~),24,80000,210,2001
서울특별시,양천구,월세,40~60㎡(12~18평),428,6867,46,2001
서울특별시,양천구,월세,40㎡미만(~12평),233,1517,13,2000
서울특별시,양천구,월세,60~85㎡(18~26평),286,30000,120,1997
서울특별시,양천구,월세,85~135㎡(26~40평),89,53000,140,1987
서울특별시,양천구,전세,135㎡이상(40평~),36,125000,0,1987
서울특별시,양천구,전세,40~60㎡(12~18평),490,40460,0,1997
서울특별시,양천구,전세,60~85㎡(18~26평),654,60000,0,2000
서울특별시,양천구,전세,85~135㎡(26~40평),223,87000,0,1987
서울특별시,영등포구,월세,135㎡이상(40평~),26,28500,270,2000
서울특별시,영등포구,월세,40~60㎡(12~18평),484,25000,66,2020
서울특별시,영등포구,월세,40㎡미만(~12평),345,3579,50,2017
서울특별시,영등포구,월세,60~85㎡(18~26평),293,25000,130,2002
서울특별시,영등포구,월세,85~135㎡(26~40평),98,30000,150,1979
서울특별시,영등포구,전세,135㎡이상(40평~),46,100000,0,1997
서울특별시,영등포구,전세,40~60㎡(12~18평),433,53300,0,2000
서울특별시,영등포구,전세,40㎡미만(~12평),72,27000,0,2016
서울특별시,영등포구,전세,60~85㎡(18~26평),539,63000,0,2001
서울특별시,영등포구,전세,85~135㎡(26~40평),125,73500,0,1978
서울특별시,용산구,월세,135㎡이상(40평~),74,20000,650,2006
서울특별시,용산구,월세,40~60㎡(12~18평),296,17344,85,2021
서울특별시,용산구,월세,40㎡미만(~12평),246,12106,56,2022
서울특별시,용산구,월세,60~85㎡(18~26평),162,11500,212,2001
서울특별시,용산구,월세,85~135㎡(26~40평),140,20000,363,2005
서울특별시,용산구,전세,135㎡이상(40평~),58,128000,0,2003
서울특별시,용산구,전세,40~60㎡(12~18평),180,63000,0,1999
서울특별시,용산구,전세,40㎡미만(~12평),26,29500,0,2018
서울특별시,용산구,전세,60~85㎡(18~26평),217,75000,0,2001
서울특별시,용산구,전세,85~135㎡(26~40평),107,119990,0,2007
서울특별시,은평구,월세,135㎡이상(40평~),8,18000,250,2009
서울특별시,은평구,월세,40~60㎡(12~18평),342,10000,46,2011
서울특별시,은평구,월세,40㎡미만(~12평),461,6600,32,2022
서울특별시,은평구,월세,60~85㎡(18~26평),187,20000,120,2011
서울특별시,은평구,월세,85~135㎡(26~40평),38,20000,155,2009
서울특별시,은평구,전세,135㎡이상(40평~),11,84000,0,2009
서울특별시,은평구,전세,40~60㎡(12~18평),452,50000,0,2018
서울특별시,은평구,전세,40㎡미만(~12평),49,14700,0,2017
서울특별시,은평구,전세,60~85㎡(18~26평),632,47000,0,2011
서울특별시,은평구,전세,85~135㎡(26~40평),87,65000,0,2009
서울특별시,종로구,월세,135㎡이상(40평~),6,55000,192,2007
서울특별시,종로구,월세,40~60㎡(12~18평),52,15000,125,2003
서울특별시,종로구,월세,40㎡미만(~12평),114,2000,60,2015
서울특별시,종로구,월세,60~85㎡(18~26평),50,20000,195,2008
서울특별시,종로구,월세,85~135㎡(26~40평),19,30000,200,2004
서울특별시,종로구,전세,135㎡이상(40평~),8,131500,0,2004
서울특별시,종로구,전세,40~60㎡(12~18평),42,38000,0,1999
서울특별시,종로구,전세,40㎡미만(~12평),8,35250,0,2017
서울특별시,종로구,전세,60~85㎡(18~26평),65,73500,0,2008
서울특별시,종로구,전세,85~135㎡(26~40평),28,80000,0,2001
서울특별시,중구,월세,135㎡이상(40평~),10,10000,575,2010
서울특별시,중구,월세,40~60㎡(12~18평),108,10000,200,2017
서울특별시,중구,월세,40㎡미만(~12평),160,4112,71,2019
서울특별시,중구,월세,60~85㎡(18~26평),122,15000,180,2007
서울특별시,중구,월세,85~135㎡(26~40평),34,38375,179,2002
서울특별시,중구,전세,135㎡이상(40평~),12,116500,0,2006
서울특별시,중구,전세,40~60㎡(12~18평),104,57750,0,2002
서울특별시,중구,전세,40㎡미만(~12평),39,27400,0,2020
서울특별시,중구,전세,60~85㎡(18~26평),114,70000,0,2002
서울특별시,중구,전세,85~135㎡(26~40평),28,81700,0,2002
서울특별시,중랑구,월세,135㎡이상(40평~),2,22500,275,2013
서울특별시,중랑구,월세,40~60㎡(12~18평),338,9000,35,2013
서울특별시,중랑구,월세,40㎡미만(~12평),621,6371,28,2022
서울특별시,중랑구,월세,60~85㎡(18~26평),105,20000,100,2004
서울특별시,중랑구,월세,85~135㎡(26~40평),22,40000,109,2005
서울특별시,중랑구,전세,135㎡이상(40평~),2,80000,0,2013
서울특별시,중랑구,전세,40~60㎡(12~18평),305,28000,0,2010
서울특별시,중랑구,전세,40㎡미만(~12평),60,23000,0,1996
서울특별시,중랑구,전세,60~85㎡(18~26평),249,47000,0,2005
서울특별시,중랑구,전세,85~135㎡(26~40평),79,54000,0,2010
세종특별자치시,고운동,월세,40~60㎡(12~18평),60,2000,80,2015
세종특별자치시,고운동,월세,60~85㎡(18~26평),42,3000,90,2015
세종특별자치시,고운동,월세,85~135㎡(26~40평),25,3000,110,2018
세종특별자치시,고운동,전세,40~60㎡(12~18평),111,20000,0,2015
세종특별자치시,고운동,전세,60~85㎡(18~26평),71,22000,0,2015
세종특별자치시,고운동,전세,85~135㎡(26~40평),34,28000,0,2019
세종특별자치시,금남면,월세,40~60㎡(12~18평),28,1000,54,2000
세종특별자치시,금남면,월세,60~85㎡(18~26평),3,2000,88,2007
세종특별자치시,금남면,전세,40~60㎡(12~18평),15,12000,0,2000
세종특별자치시,나성동,월세,40~60㎡(12~18평),4,750,77,2015
세종특별자치시,나성동,월세,40㎡미만(~12평),147,500,60,2016
세종특별자치시,나성동,월세,60~85㎡(18~26평),15,5000,130,2021
세종특별자치시,나성동,월세,85~135㎡(26~40평),8,5000,170,2021
세종특별자치시,나성동,전세,40㎡미만(~12평),17,9800,0,2016
세종특별자치시,나성동,전세,60~85㎡(18~26평),19,37000,0,2021
세종특별자치시,나성동,전세,85~135㎡(26~40평),26,40475,0,2021
세종특별자치시,다정동,월세,40~60㎡(12~18평),49,2000,84,2018
세종특별자치시,다정동,월세,40㎡미만(~12평),7,2444,7,2020
세종특별자치시,다정동,월세,60~85㎡(18~26평),56,3000,100,2018
세종특별자치시,다정동,월세,85~135㎡(26~40평),16,5000,130,2018
세종특별자치시,다정동,전세,40~60㎡(12~18평),63,23100,0,2018
세종특별자치시,다정동,전세,60~85㎡(18~26평),84,28000,0,2018
세종특별자치시,다정동,전세,85~135㎡(26~40평),41,32000,0,2018
세종특별자치시,대평동,월세,40~60㎡(12~18평),24,2000,85,2019
세종특별자치시,대평동,월세,60~85㎡(18~26평),8,3000,92,2018
세종특별자치시,대평동,월세,85~135㎡(26~40평),14,5000,120,2018
세종특별자치시,대평동,전세,40~60㎡(12~18평),34,22000,0,2017
세종특별자치시,대평동,전세,60~85㎡(18~26평),24,26000,0,2018
세종특별자치시,대평동,전세,85~135㎡(26~40평),19,33000,0,2018
세종특별자치시,도담동,월세,135㎡이상(40평~),1,10500,158,2015
세종특별자치시,도담동,월세,40~60㎡(12~18평),49,2000,75,2014
세종특별자치시,도담동,월세,40㎡미만(~12평),34,500,50,2014
세종특별자치시,도담동,월세,60~85㎡(18~26평),27,3000,100,2014
세종특별자치시,도담동,월세,85~135㎡(26~40평),12,3000,122,2015
세종특별자치시,도담동,전세,40~60㎡(12~18평),79,22000,0,2014
세종특별자치시,도담동,전세,40㎡미만(~12평),2,6990,0,2014
세종특별자치시,도담동,전세,60~85㎡(18~26평),80,27000,0,2014
세종특별자치시,도담동,전세,85~135㎡(26~40평),23,34000,0,2015
세종특별자치시,반곡동,월세,40~60㎡(12~18평),19,3000,82,2019
세종특별자치시,반곡동,월세,60~85㎡(18~26평),20,5000,85,2019
세종특별자치시,반곡동,월세,85~135㎡(26~40평),8,5000,125,2019
세종특별자치시,반곡동,전세,40~60㎡(12~18평),26,21000,0,2019
세종특별자치시,반곡동,전세,60~85㎡(18~26평),31,27000,0,2019
세종특별자치시,반곡동,전세,85~135㎡(26~40평),18,33000,0,2019
세종특별자치시,보람동,월세,40~60㎡(12~18평),20,3000,90,2017
세종특별자치시,보람동,월세,40㎡미만(~12평),3,1946,7,2018
세종특별자치시,보람동,월세,60~85㎡(18~26평),11,4000,92,2017
세종특별자치시,보람동,월세,85~135㎡(26~40평),8,5000,137,2017
세종특별자치시,보람동,전세,40~60㎡(12~18평),36,25600,0,2017
세종특별자치시,보람동,전세,60~85㎡(18~26평),27,29000,0,2017
세종특별자치시,보람동,전세,85~135㎡(26~40평),25,36750,0,2017
세종특별자치시,부강면,월세,40~60㎡(12~18평),1,500,40,1992
세종특별자치시,부강면,전세,40~60㎡(12~18평),1,6000,0,1994
세종특별자치시,산울동,월세,40~60㎡(12~18평),22,2000,90,2024
세종특별자치시,산울동,월세,40㎡미만(~12평),23,3420,17,2025
세종특별자치시,산울동,월세,60~85㎡(18~26평),15,3000,125,2024
세종특별자치시,산울동,월세,85~135㎡(26~40평),17,5000,135,2024
세종특별자치시,산울동,전세,135㎡이상(40평~),1,42000,0,2024
세종특별자치시,산울동,전세,40~60㎡(12~18평),22,19975,0,2024
세종특별자치시,산울동,전세,60~85㎡(18~26평),24,26250,0,2024
세종특별자치시,산울동,전세,85~135㎡(26~40평),10,32500,0,2024
세종특별자치시,새롬동,월세,40~60㎡(12~18평),38,2250,90,2017
세종특별자치시,새롬동,월세,40㎡미만(~12평),2,4099,12,2018
세종특별자치시,새롬동,월세,60~85㎡(18~26평),45,4500,106,2017
세종특별자치시,새롬동,월세,85~135㎡(26~40평),19,5000,140,2017
세종특별자치시,새롬동,전세,40~60㎡(12~18평),66,25000,0,2017
세종특별자치시,새롬동,전세,60~85㎡(18~26평),64,30000,0,2017
세종특별자치시,새롬동,전세,85~135㎡(26~40평),27,35000,0,2017
세종특별자치시,소담동,월세,40~60㎡(12~18평),31,2000,80,2017
세종특별자치시,소담동,월세,40㎡미만(~12평),34,2549,10,2022
세종특별자치시,소담동,월세,60~85㎡(18~26평),18,3000,100,2017
세종특별자치시,소담동,월세,85~135㎡(26~40평),10,10000,90,2016
세종특별자치시,소담동,전세,40~60㎡(12~18평),60,22750,0,2017
세종특별자치시,소담동,전세,60~85㎡(18~26평),40,29000,0,2016
세종특별자치시,소담동,전세,85~135㎡(26~40평),18,33500,0,2016
세종특별자치시,소정면,월세,40~60㎡(12~18평),1,300,35,1996
세종특별자치시,아름동,월세,40~60㎡(12~18평),45,5349,20,2014
세종특별자치시,아름동,월세,40㎡미만(~12평),22,2529,13,2014
세종특별자치시,아름동,월세,60~85㎡(18~26평),71,3417,32,2014
세종특별자치시,아름동,월세,85~135㎡(26~40평),4,3000,97,2014
세종특별자치시,아름동,전세,40~60㎡(12~18평),39,10850,0,2014
세종특별자치시,아름동,전세,40㎡미만(~12평),16,8491,0,2014
세종특별자치시,아름동,전세,60~85㎡(18~26평),105,22000,0,2014
세종특별자치시,아름동,전세,85~135㎡(26~40평),18,28000,0,2015
세종특별자치시,어진동,월세,135㎡이상(40평~),3,10000,200,2021
세종특별자치시,어진동,월세,40~60㎡(12~18평),16,4302,25,2013
세종특별자치시,어진동,월세,40㎡미만(~12평),52,500,55,2014
세종특별자치시,어진동,월세,60~85㎡(18~26평),40,3731,39,2013
세종특별자치시,어진동,월세,85~135㎡(26~40평),8,5000,150,2017
세종특별자치시,어진동,전세,135㎡이상(40평~),3,60000,0,2021
세종특별자치시,어진동,전세,40~60㎡(12~18평),12,16158,0,2013
세종특별자치시,어진동,전세,40㎡미만(~12평),15,9364,0,2013
세종특별자치시,어진동,전세,60~85㎡(18~26평),42,25600,0,2013
세종특별자치시,어진동,전세,85~135㎡(26~40평),3,42000,0,2013
세종특별자치시,연동면,월세,40~60㎡(12~18평),16,500,40,2001
세종특별자치시,연동면,월세,40㎡미만(~12평),2,500,35,2001
세종특별자치시,연동면,전세,40~60㎡(12~18평),5,7000,0,2001
세종특별자치시,연서면,월세,40~60㎡(12~18평),2,2000,55,2002
세종특별자치시,연서면,월세,60~85㎡(18~26평),2,1500,51,2002
세종특별자치시,연서면,전세,60~85㎡(18~26평),4,14075,0,2002
세종특별자치시,장군면,전세,40㎡미만(~12평),1,3300,0,2002
세종특별자치시,전동면,월세,40~60㎡(12~18평),1,300,40,1994
세종특별자치시,전의면,월세,40~60㎡(12~18평),8,500,42,2001
세종특별자치시,전의면,전세,40~60㎡(12~18평),1,4000,0,2001
세종특별자치시,조치원읍,월세,40~60㎡(12~18평),36,1500,45,1999
세종특별자치시,조치원읍,월세,40㎡미만(~12평),30,300,38,1996
세종특별자치시,조치원읍,월세,60~85㎡(18~26평),17,2000,70,2008
세종특별자치시,조치원읍,월세,85~135㎡(26~40평),9,3000,80,2008
세종특별자치시,조치원읍,전세,40~60㎡(12~18평),24,12000,0,1999
세종특별자치시,조치원읍,전세,40㎡미만(~12평),6,4500,0,1989
세종특별자치시,조치원읍,전세,60~85㎡(18~26평),37,19000,0,2008
세종특별자치시,조치원읍,전세,85~135㎡(26~40평),20,21000,0,2013
세종특별자치시,종촌동,월세,40~60㎡(12~18평),23,2000,85,2014
세종특별자치시,종촌동,월세,40㎡미만(~12평),2,1933,13,2016
세종특별자치시,종촌동,월세,60~85㎡(18~26평),50,3000,90,2015
세종특별자치시,종촌동,월세,85~135㎡(26~40평),15,5000,100,2014
세종특별자치시,종촌동,전세,40~60㎡(12~18평),37,21000,0,2014
세종특별자치시,종촌동,전세,60~85㎡(18~26평),93,24000,0,2015
세종특별자치시,종촌동,전세,85~135㎡(26~40평),7,32000,0,2014
세종특별자치시,집현동,월세,40~60㎡(12~18평),25,3000,85,2021
세종특별자치시,집현동,월세,40㎡미만(~12평),1,1906,8,2021
세종특별자치시,집현동,월세,60~85㎡(18~26평),9,3000,100,2021
세종특별자치시,집현동,월세,85~135㎡(26~40평),5,6000,105,2021
세종특별자치시,집현동,전세,40~60㎡(12~18평),28,22000,0,2022
세종특별자치시,집현동,전세,60~85㎡(18~26평),24,28750,0,2021
세종특별자치시,집현동,전세,85~135㎡(26~40평),11,33000,0,2021
세종특별자치시,한솔동,월세,135㎡이상(40평~),1,5000,160,2012
세종특별자치시,한솔동,월세,40~60㎡(12~18평),19,2000,80,2011
세종특별자치시,한솔동,월세,60~85㎡(18~26평),33,2000,95,2012
세종특별자치시,한솔동,월세,85~135㎡(26~40평),15,3000,110,2012
세종특별자치시,한솔동,전세,40~60㎡(12~18평),27,20000,0,2012
세종특별자치시,한솔동,전세,60~85㎡(18~26평),38,24000,0,2012
세종특별자치시,한솔동,전세,85~135㎡(26~40평),31,28000,0,2011
세종특별자치시,해밀동,월세,40~60㎡(12~18평),30,2000,80,2022
세종특별자치시,해밀동,월세,40㎡미만(~12평),2,3225,7,2023
세종특별자치시,해밀동,월세,60~85㎡(18~26평),8,5000,120,2020
세종특별자치시,해밀동,월세,85~135㎡(26~40평),2,7500,140,2020
세종특별자치시,해밀동,전세,40~60㎡(12~18평),6,18375,0,2022
세종특별자치시,해밀동,전세,40㎡미만(~12평),1,13000,0,2024
세종특별자치시,해밀동,전세,60~85㎡(18~26평),10,32500,0,2020
세종특별자치시,해밀동,전세,85~135㎡(26~40평),4,38000,0,2020
울산광역시,남구,월세,135㎡이상(40평~),7,5000,160,2009
울산광역시,남구,월세,40~60㎡(12~18평),136,2000,55,1995
울산광역시,남구,월세,40㎡미만(~12평),74,500,48,2014
울산광역시,남구,월세,60~85㎡(18~26평),153,5000,100,2003
울산광역시,남구,월세,85~135㎡(26~40평),26,5000,150,2008
울산광역시,남구,전세,135㎡이상(40평~),8,52300,0,2002
울산광역시,남구,전세,40~60㎡(12~18평),143,19796,0,1998
울산광역시,남구,전세,40㎡미만(~12평),14,11000,0,1993
울산광역시,남구,전세,60~85㎡(18~26평),258,36000,0,2009
울산광역시,남구,전세,85~135㎡(26~40평),31,50400,0,2009
울산광역시,동구,월세,40~60㎡(12~18평),136,500,50,1992
울산광역시,동구,월세,40㎡미만(~12평),13,500,47,2013
울산광역시,동구,월세,60~85㎡(18~26평),88,2000,80,2007
울산광역시,동구,월세,85~135㎡(26~40평),4,4500,160,2012
울산광역시,동구,전세,135㎡이상(40평~),2,38250,0,2011
울산광역시,동구,전세,40~60㎡(12~18평),90,9700,0,1992
울산광역시,동구,전세,60~85㎡(18~26평),105,31000,0,2014
