# 출처: 국토교통부 실거래가 공개시스템(rt.molit.go.kr) 아파트 전월세 실거래 2026.03~05 전국, 원본 238,658건 집계
# 시도·시군구·전월세·전용면적대별 보증금/월세 중위값. 면적대 평은 전용면적 ㎡ 환산.
시도,시군구,전월세,전용면적대,거래건수,보증금중위(만원),월세중위(만원),건축년도중위
경기도,안산시 상록구,전세,60~85㎡(18~26평),239,28000,0,1994
경기도,안산시 상록구,전세,85~135㎡(26~40평),67,35000,0,2005
경기도,안성시,월세,40~60㎡(12~18평),407,1000,55,2002
경기도,안성시,월세,40㎡미만(~12평),258,1000,40,2008
경기도,안성시,월세,60~85㎡(18~26평),346,3000,72,2023
경기도,안성시,월세,85~135㎡(26~40평),2,1805,95,2010
경기도,안성시,전세,135㎡이상(40평~),1,53000,0,2023
경기도,안성시,전세,40~60㎡(12~18평),205,11000,0,2002
경기도,안성시,전세,40㎡미만(~12평),55,7500,0,2000
경기도,안성시,전세,60~85㎡(18~26평),214,22000,0,2022
경기도,안성시,전세,85~135㎡(26~40평),13,27000,0,2010
경기도,안양시 동안구,월세,135㎡이상(40평~),11,10000,150,1994
경기도,안양시 동안구,월세,40~60㎡(12~18평),320,7000,95,1995
경기도,안양시 동안구,월세,40㎡미만(~12평),210,2000,70,1993
경기도,안양시 동안구,월세,60~85㎡(18~26평),167,20000,120,1999
경기도,안양시 동안구,월세,85~135㎡(26~40평),45,35000,125,1993
경기도,안양시 동안구,전세,135㎡이상(40평~),10,77500,0,1994
경기도,안양시 동안구,전세,40~60㎡(12~18평),663,35000,0,1996
경기도,안양시 동안구,전세,40㎡미만(~12평),293,25000,0,2003
경기도,안양시 동안구,전세,60~85㎡(18~26평),446,50000,0,2001
경기도,안양시 동안구,전세,85~135㎡(26~40평),76,69000,0,1993
경기도,안양시 만안구,월세,40~60㎡(12~18평),69,10000,70,2004
경기도,안양시 만안구,월세,40㎡미만(~12평),80,1000,50,2014
경기도,안양시 만안구,월세,60~85㎡(18~26평),71,10000,100,2002
경기도,안양시 만안구,월세,85~135㎡(26~40평),11,10000,95,2002
경기도,안양시 만안구,전세,135㎡이상(40평~),2,66250,0,2012
경기도,안양시 만안구,전세,40~60㎡(12~18평),169,36750,0,2009
경기도,안양시 만안구,전세,40㎡미만(~12평),19,30000,0,2016
경기도,안양시 만안구,전세,60~85㎡(18~26평),239,40000,0,2003
경기도,안양시 만안구,전세,85~135㎡(26~40평),28,38500,0,1994
경기도,양주시,월세,135㎡이상(40평~),2,9000,117,2009
경기도,양주시,월세,40~60㎡(12~18평),320,2000,51,2016
경기도,양주시,월세,40㎡미만(~12평),86,3084,12,2022
경기도,양주시,월세,60~85㎡(18~26평),800,7000,46,2020
경기도,양주시,월세,85~135㎡(26~40평),34,3000,120,2009
경기도,양주시,전세,40~60㎡(12~18평),226,15500,0,2004
경기도,양주시,전세,60~85㎡(18~26평),493,24500,0,2022
경기도,양주시,전세,85~135㎡(26~40평),45,25000,0,2009
경기도,양평군,월세,40~60㎡(12~18평),18,2000,70,2003
경기도,양평군,월세,40㎡미만(~12평),4,1000,50,2008
경기도,양평군,월세,60~85㎡(18~26평),72,3850,106,2023
경기도,양평군,월세,85~135㎡(26~40평),7,5000,130,2010
경기도,양평군,전세,135㎡이상(40평~),1,48000,0,2012
경기도,양평군,전세,40~60㎡(12~18평),34,20500,0,2023
경기도,양평군,전세,40㎡미만(~12평),1,13000,0,2003
경기도,양평군,전세,60~85㎡(18~26평),100,30000,0,2023
경기도,양평군,전세,85~135㎡(26~40평),13,25000,0,2010
경기도,여주시,월세,135㎡이상(40평~),2,20125,77,2014
경기도,여주시,월세,40~60㎡(12~18평),108,1731,45,2000
경기도,여주시,월세,40㎡미만(~12평),75,500,40,2000
경기도,여주시,월세,60~85㎡(18~26평),29,2000,75,2003
경기도,여주시,월세,85~135㎡(26~40평),1,2000,100,1993
경기도,여주시,전세,40~60㎡(12~18평),45,10000,0,1998
경기도,여주시,전세,40㎡미만(~12평),10,6400,0,1997
경기도,여주시,전세,60~85㎡(18~26평),67,26000,0,2019
경기도,여주시,전세,85~135㎡(26~40평),3,22000,0,1996
경기도,연천군,월세,40~60㎡(12~18평),12,1000,42,2006
경기도,연천군,월세,40㎡미만(~12평),2,400,39,1999
경기도,연천군,월세,60~85㎡(18~26평),11,2000,70,2020
경기도,연천군,전세,40~60㎡(12~18평),9,7200,0,1996
경기도,연천군,전세,60~85㎡(18~26평),15,17325,0,2023
경기도,연천군,전세,85~135㎡(26~40평),3,25500,0,2024
경기도,오산시,월세,135㎡이상(40평~),2,17500,97,2005
경기도,오산시,월세,40~60㎡(12~18평),343,2815,42,2009
경기도,오산시,월세,40㎡미만(~12평),197,1624,17,2013
경기도,오산시,월세,60~85㎡(18~26평),215,3000,120,2017
경기도,오산시,월세,85~135㎡(26~40평),49,3000,140,2010
경기도,오산시,전세,135㎡이상(40평~),5,32500,0,2010
경기도,오산시,전세,40~60㎡(12~18평),244,19000,0,2000
경기도,오산시,전세,40㎡미만(~12평),61,9400,0,2000
경기도,오산시,전세,60~85㎡(18~26평),384,29000,0,2018
경기도,오산시,전세,85~135㎡(26~40평),40,30725,0,2010
경기도,용인시 기흥구,월세,135㎡이상(40평~),48,10000,162,2005
경기도,용인시 기흥구,월세,40~60㎡(12~18평),250,4000,31,2006
경기도,용인시 기흥구,월세,40㎡미만(~12평),107,1979,20,2011
경기도,용인시 기흥구,월세,60~85㎡(18~26평),346,10000,120,2006
경기도,용인시 기흥구,월세,85~135㎡(26~40평),108,10000,143,2006
경기도,용인시 기흥구,전세,135㎡이상(40평~),113,45000,0,2004
경기도,용인시 기흥구,전세,40~60㎡(12~18평),283,28500,0,2001
경기도,용인시 기흥구,전세,40㎡미만(~12평),11,17700,0,2016
경기도,용인시 기흥구,전세,60~85㎡(18~26평),740,40000,0,2007
경기도,용인시 기흥구,전세,85~135㎡(26~40평),254,44000,0,2006
경기도,용인시 수지구,월세,135㎡이상(40평~),81,20000,200,2003
경기도,용인시 수지구,월세,40~60㎡(12~18평),228,10000,105,2000
경기도,용인시 수지구,월세,40㎡미만(~12평),86,4000,30,2012
경기도,용인시 수지구,월세,60~85㎡(18~26평),312,20000,130,2004
경기도,용인시 수지구,월세,85~135㎡(26~40평),152,27000,155,2004
경기도,용인시 수지구,전세,135㎡이상(40평~),133,68000,0,2003
경기도,용인시 수지구,전세,40~60㎡(12~18평),376,40412,0,1999
경기도,용인시 수지구,전세,40㎡미만(~12평),9,30000,0,2004
경기도,용인시 수지구,전세,60~85㎡(18~26평),578,56000,0,2004
경기도,용인시 수지구,전세,85~135㎡(26~40평),294,60950,0,2004
경기도,용인시 처인구,월세,40~60㎡(12~18평),212,3000,97,2018
경기도,용인시 처인구,월세,40㎡미만(~12평),159,100,84,2024
경기도,용인시 처인구,월세,60~85㎡(18~26평),225,3000,120,2018
경기도,용인시 처인구,월세,85~135㎡(26~40평),8,2000,110,2010
경기도,용인시 처인구,전세,135㎡이상(40평~),2,47500,0,2018
경기도,용인시 처인구,전세,40~60㎡(12~18평),270,24000,0,2024
경기도,용인시 처인구,전세,40㎡미만(~12평),2,5350,0,2015
경기도,용인시 처인구,전세,60~85㎡(18~26평),325,28000,0,2018
경기도,용인시 처인구,전세,85~135㎡(26~40평),21,29400,0,2013
경기도,의왕시,월세,135㎡이상(40평~),1,45000,130,2009
경기도,의왕시,월세,40~60㎡(12~18평),98,8946,55,2011
경기도,의왕시,월세,40㎡미만(~12평),43,4992,20,2020
경기도,의왕시,월세,60~85㎡(18~26평),132,10000,125,2012
경기도,의왕시,월세,85~135㎡(26~40평),16,27500,147,2009
경기도,의왕시,전세,135㎡이상(40평~),2,67500,0,2009
경기도,의왕시,전세,40~60㎡(12~18평),155,28000,0,2000
경기도,의왕시,전세,40㎡미만(~12평),6,10000,0,1986
경기도,의왕시,전세,60~85㎡(18~26평),407,47000,0,2009
경기도,의왕시,전세,85~135㎡(26~40평),48,67000,0,2009
경기도,의정부시,월세,135㎡이상(40평~),1,5000,210,2009
경기도,의정부시,월세,40~60㎡(12~18평),664,5000,42,2020
경기도,의정부시,월세,40㎡미만(~12평),243,500,42,2017
경기도,의정부시,월세,60~85㎡(18~26평),361,5000,81,2018
경기도,의정부시,월세,85~135㎡(26~40평),21,5000,120,2000
경기도,의정부시,전세,40~60㎡(12~18평),495,21000,0,2002
경기도,의정부시,전세,40㎡미만(~12평),85,10500,0,2020
경기도,의정부시,전세,60~85㎡(18~26평),480,30000,0,2006
경기도,의정부시,전세,85~135㎡(26~40평),52,30500,0,1999
경기도,이천시,월세,40~60㎡(12~18평),207,1000,65,1997
경기도,이천시,월세,40㎡미만(~12평),64,500,40,2009
경기도,이천시,월세,60~85㎡(18~26평),180,3000,100,2021
경기도,이천시,월세,85~135㎡(26~40평),4,4000,135,2009
경기도,이천시,전세,40~60㎡(12~18평),197,13700,0,1997
경기도,이천시,전세,40㎡미만(~12평),20,8750,0,2001
경기도,이천시,전세,60~85㎡(18~26평),235,27000,0,2014
경기도,이천시,전세,85~135㎡(26~40평),10,30500,0,2008
경기도,파주시,월세,135㎡이상(40평~),12,2000,120,2001
경기도,파주시,월세,40~60㎡(12~18평),598,2965,30,2010
경기도,파주시,월세,40㎡미만(~12평),443,2468,14,2017
경기도,파주시,월세,60~85㎡(18~26평),474,3000,100,2017
경기도,파주시,월세,85~135㎡(26~40평),123,3000,130,2010
경기도,파주시,전세,135㎡이상(40평~),8,30500,0,2001
경기도,파주시,전세,40~60㎡(12~18평),401,20000,0,2011
경기도,파주시,전세,40㎡미만(~12평),29,5191,0,2022
경기도,파주시,전세,60~85㎡(18~26평),853,28350,0,2012
경기도,파주시,전세,85~135㎡(26~40평),223,33600,0,2012
경기도,평택시,월세,135㎡이상(40평~),3,5000,150,2006
경기도,평택시,월세,40~60㎡(12~18평),897,1000,60,2006
경기도,평택시,월세,40㎡미만(~12평),1311,500,39,2018
경기도,평택시,월세,60~85㎡(18~26평),994,2000,91,2019
경기도,평택시,월세,85~135㎡(26~40평),57,2000,120,2019
경기도,평택시,전세,135㎡이상(40평~),2,29500,0,2006
경기도,평택시,전세,40~60㎡(12~18평),571,15000,0,2000
경기도,평택시,전세,40㎡미만(~12평),107,7000,0,2016
경기도,평택시,전세,60~85㎡(18~26평),904,24000,0,2018
경기도,평택시,전세,85~135㎡(26~40평),74,29000,0,2014
경기도,포천시,월세,135㎡이상(40평~),1,6000,90,2005
경기도,포천시,월세,40~60㎡(12~18평),110,1000,45,2003
경기도,포천시,월세,40㎡미만(~12평),19,500,40,1999
경기도,포천시,월세,60~85㎡(18~26평),64,2000,70,2024
경기도,포천시,월세,85~135㎡(26~40평),1,1000,70,1993
경기도,포천시,전세,40~60㎡(12~18평),31,10500,0,1997
경기도,포천시,전세,40㎡미만(~12평),2,4500,0,1993
경기도,포천시,전세,60~85㎡(18~26평),72,19250,0,2022
경기도,포천시,전세,85~135㎡(26~40평),3,25000,0,2005
경기도,하남시,월세,135㎡이상(40평~),3,63000,160,2010
경기도,하남시,월세,40~60㎡(12~18평),427,12000,29,2018
경기도,하남시,월세,40㎡미만(~12평),245,4788,17,2018
경기도,하남시,월세,60~85㎡(18~26평),442,22460,55,2018
경기도,하남시,월세,85~135㎡(26~40평),154,40000,160,2019
경기도,하남시,전세,135㎡이상(40평~),7,70000,0,1999
경기도,하남시,전세,40~60㎡(12~18평),334,44000,0,2016
경기도,하남시,전세,40㎡미만(~12평),67,28850,0,2024
경기도,하남시,전세,60~85㎡(18~26평),620,60000,0,2016
경기도,하남시,전세,85~135㎡(26~40평),325,76500,0,2018
경기도,화성시 동탄구,월세,135㎡이상(40평~),2,7500,300,2010
경기도,화성시 동탄구,월세,40~60㎡(12~18평),407,5470,42,2018
경기도,화성시 동탄구,월세,40㎡미만(~12평),188,3498,13,2019
경기도,화성시 동탄구,월세,60~85㎡(18~26평),752,8000,81,2018
경기도,화성시 동탄구,월세,85~135㎡(26~40평),143,10000,170,2017
경기도,화성시 동탄구,전세,135㎡이상(40평~),4,58500,0,2008
경기도,화성시 동탄구,전세,40~60㎡(12~18평),392,34000,0,2016
경기도,화성시 동탄구,전세,40㎡미만(~12평),4,3500,0,2007
경기도,화성시 동탄구,전세,60~85㎡(18~26평),1060,39950,0,2017
경기도,화성시 동탄구,전세,85~135㎡(26~40평),325,55000,0,2017
경기도,화성시 만세구,월세,135㎡이상(40평~),2,3000,155,2008
경기도,화성시 만세구,월세,40~60㎡(12~18평),187,4274,28,2016
경기도,화성시 만세구,월세,40㎡미만(~12평),351,1587,16,2017
경기도,화성시 만세구,월세,60~85㎡(18~26평),193,3000,100,2018
경기도,화성시 만세구,월세,85~135㎡(26~40평),9,10000,150,2021
경기도,화성시 만세구,전세,135㎡이상(40평~),2,40000,0,2008
경기도,화성시 만세구,전세,40~60㎡(12~18평),54,18041,0,2018
경기도,화성시 만세구,전세,60~85㎡(18~26평),734,21666,0,2017
경기도,화성시 만세구,전세,85~135㎡(26~40평),10,40000,0,2009
경기도,화성시 병점구,월세,135㎡이상(40평~),2,4500,170,2001
경기도,화성시 병점구,월세,40~60㎡(12~18평),226,4875,54,2018
경기도,화성시 병점구,월세,40㎡미만(~12평),142,2281,16,2022
경기도,화성시 병점구,월세,60~85㎡(18~26평),238,5000,94,2018
경기도,화성시 병점구,월세,85~135㎡(26~40평),7,5000,120,2005
경기도,화성시 병점구,전세,135㎡이상(40평~),1,30870,0,2002
경기도,화성시 병점구,전세,40~60㎡(12~18평),148,24000,0,2004
경기도,화성시 병점구,전세,40㎡미만(~12평),8,16500,0,1997
경기도,화성시 병점구,전세,60~85㎡(18~26평),345,31000,0,2007
경기도,화성시 병점구,전세,85~135㎡(26~40평),33,35000,0,2004
경기도,화성시 효행구,월세,135㎡이상(40평~),3,10000,150,2008
경기도,화성시 효행구,월세,40~60㎡(12~18평),102,3000,57,2019
경기도,화성시 효행구,월세,40㎡미만(~12평),66,612,25,2017
경기도,화성시 효행구,월세,60~85㎡(18~26평),174,5000,90,2021
경기도,화성시 효행구,월세,85~135㎡(26~40평),14,4500,130,2015
경기도,화성시 효행구,전세,135㎡이상(40평~),3,35000,0,2008
경기도,화성시 효행구,전세,40~60㎡(12~18평),90,26000,0,2019
경기도,화성시 효행구,전세,40㎡미만(~12평),6,9000,0,2010
경기도,화성시 효행구,전세,60~85㎡(18~26평),203,27800,0,2017
경기도,화성시 효행구,전세,85~135㎡(26~40평),37,34650,0,2023
경상남도,거제시,월세,135㎡이상(40평~),1,2000,125,2007
경상남도,거제시,월세,40~60㎡(12~18평),187,500,40,2002
경상남도,거제시,월세,40㎡미만(~12평),39,300,35,1995
경상남도,거제시,월세,60~85㎡(18~26평),340,1000,60,2017
경상남도,거제시,월세,85~135㎡(26~40평),18,2250,100,2014
경상남도,거제시,전세,135㎡이상(40평~),1,29000,0,2009
경상남도,거제시,전세,40~60㎡(12~18평),92,7950,0,2002
경상남도,거제시,전세,40㎡미만(~12평),8,4500,0,1992
경상남도,거제시,전세,60~85㎡(18~26평),284,17850,0,2018
경상남도,거제시,전세,85~135㎡(26~40평),17,21000,0,2014
경상남도,거창군,월세,135㎡이상(40평~),2,5000,94,2024
경상남도,거창군,월세,40~60㎡(12~18평),2,522,23,1999
경상남도,거창군,월세,40㎡미만(~12평),1,500,40,1998
경상남도,거창군,월세,60~85㎡(18~26평),8,5000,57,2020
경상남도,거창군,전세,60~85㎡(18~26평),6,21500,0,2024
경상남도,거창군,전세,85~135㎡(26~40평),1,29000,0,2003
경상남도,고성군,월세,40~60㎡(12~18평),2,1750,37,1996
경상남도,고성군,월세,60~85㎡(18~26평),7,3000,50,2006
경상남도,고성군,전세,60~85㎡(18~26평),3,11500,0,2013
경상남도,김해시,월세,135㎡이상(40평~),1,1000,110,2005
경상남도,김해시,월세,40~60㎡(12~18평),548,2000,40,2002
경상남도,김해시,월세,40㎡미만(~12평),92,1655,19,2018
경상남도,김해시,월세,60~85㎡(18~26평),941,16740,2,2015
경상남도,김해시,월세,85~135㎡(26~40평),42,5000,100,2008
경상남도,김해시,전세,135㎡이상(40평~),2,18500,0,2004
경상남도,김해시,전세,40~60㎡(12~18평),224,11850,0,2002
경상남도,김해시,전세,40㎡미만(~12평),1,8500,0,1997
경상남도,김해시,전세,60~85㎡(18~26평),491,24000,0,2017
경상남도,김해시,전세,85~135㎡(26~40평),56,32500,0,2018
경상남도,남해군,월세,40~60㎡(12~18평),2,750,40,2000
경상남도,밀양시,월세,40~60㎡(12~18평),26,1000,37,1994
경상남도,밀양시,월세,40㎡미만(~12평),27,1232,13,2013
경상남도,밀양시,월세,60~85㎡(18~26평),38,5000,58,2018
경상남도,밀양시,전세,40~60㎡(12~18평),2,7350,0,2003
경상남도,밀양시,전세,40㎡미만(~12평),2,1616,0,2004
경상남도,밀양시,전세,60~85㎡(18~26평),14,26500,0,2019
경상남도,밀양시,전세,85~135㎡(26~40평),2,15500,0,1993
경상남도,사천시,월세,135㎡이상(40평~),2,2000,145,2018
경상남도,사천시,월세,40~60㎡(12~18평),88,1000,40,2001
경상남도,사천시,월세,40㎡미만(~12평),2,500,34,1995
경상남도,사천시,월세,60~85㎡(18~26평),79,2000,78,2019
경상남도,사천시,월세,85~135㎡(26~40평),1,2000,40,2005
경상남도,사천시,전세,135㎡이상(40평~),2,29250,0,2012
경상남도,사천시,전세,40~60㎡(12~18평),80,13500,0,2020
경상남도,사천시,전세,60~85㎡(18~26평),105,20250,0,2023
경상남도,사천시,전세,85~135㎡(26~40평),3,25500,0,2025
경상남도,산청군,월세,40~60㎡(12~18평),1,300,40,1993
경상남도,산청군,월세,40㎡미만(~12평),1,2680,12,2024
경상남도,산청군,월세,60~85㎡(18~26평),1,2000,40,1992
경상남도,양산시,월세,135㎡이상(40평~),1,4000,85,1999
경상남도,양산시,월세,40~60㎡(12~18평),406,2000,40,2008
경상남도,양산시,월세,40㎡미만(~12평),112,1504,22,2016
경상남도,양산시,월세,60~85㎡(18~26평),794,3000,46,2024
경상남도,양산시,월세,85~135㎡(26~40평),12,4500,107,2016
경상남도,양산시,전세,135㎡이상(40평~),2,20550,0,2003
경상남도,양산시,전세,40~60㎡(12~18평),225,15000,0,2014
경상남도,양산시,전세,40㎡미만(~12평),16,5000,0,1993
경상남도,양산시,전세,60~85㎡(18~26평),415,17000,0,2016
경상남도,양산시,전세,85~135㎡(26~40평),38,31500,0,2016
경상남도,의령군,전세,60~85㎡(18~26평),2,19700,0,2024
경상남도,진주시,월세,135㎡이상(40평~),1,1500,50,1990
경상남도,진주시,월세,40~60㎡(12~18평),864,20400,5,2025
경상남도,진주시,월세,40㎡미만(~12평),46,1250,30,2002
경상남도,진주시,월세,60~85㎡(18~26평),144,5099,52,2018
경상남도,진주시,월세,85~135㎡(26~40평),17,15000,110,2018
경상남도,진주시,전세,135㎡이상(40평~),1,27000,0,2007
경상남도,진주시,전세,40~60㎡(12~18평),94,15875,0,2005
경상남도,진주시,전세,40㎡미만(~12평),13,8000,0,1988
경상남도,진주시,전세,60~85㎡(18~26평),151,38000,0,2018
경상남도,진주시,전세,85~135㎡(26~40평),36,49412,0,2019
경상남도,창녕군,월세,40~60㎡(12~18평),3,500,45,2010
경상남도,창녕군,월세,40㎡미만(~12평),3,988,15,2007
경상남도,창녕군,월세,60~85㎡(18~26평),6,2000,40,2005
경상남도,창녕군,전세,60~85㎡(18~26평),2,17000,0,2019
경상남도,창원시 마산합포구,월세,135㎡이상(40평~),4,2500,100,1997
경상남도,창원시 마산합포구,월세,40~60㎡(12~18평),65,2632,35,2008
경상남도,창원시 마산합포구,월세,40㎡미만(~12평),28,750,33,1999
경상남도,창원시 마산합포구,월세,60~85㎡(18~26평),93,5000,50,2014
경상남도,창원시 마산합포구,월세,85~135㎡(26~40평),4,5000,110,2010
경상남도,창원시 마산합포구,전세,135㎡이상(40평~),6,44000,0,2019
경상남도,창원시 마산합포구,전세,40~60㎡(12~18평),68,13160,0,2007
경상남도,창원시 마산합포구,전세,40㎡미만(~12평),37,15750,0,2024
경상남도,창원시 마산합포구,전세,60~85㎡(18~26평),248,20000,0,2016
경상남도,창원시 마산합포구,전세,85~135㎡(26~40평),18,30250,0,2011
경상남도,창원시 마산회원구,월세,40~60㎡(12~18평),67,2000,45,1998
경상남도,창원시 마산회원구,월세,40㎡미만(~12평),20,2778,39,2016
경상남도,창원시 마산회원구,월세,60~85㎡(18~26평),64,5000,50,2015
경상남도,창원시 마산회원구,월세,85~135㎡(26~40평),5,10000,170,2009
경상남도,창원시 마산회원구,전세,40~60㎡(12~18평),46,12500,0,2000
경상남도,창원시 마산회원구,전세,40㎡미만(~12평),8,17800,0,2022
경상남도,창원시 마산회원구,전세,60~85㎡(18~26평),56,35000,0,2015
경상남도,창원시 마산회원구,전세,85~135㎡(26~40평),15,49000,0,2009
경상남도,창원시 성산구,월세,135㎡이상(40평~),8,12500,140,2025
경상남도,창원시 성산구,월세,40~60㎡(12~18평),267,2000,47,1993
경상남도,창원시 성산구,월세,40㎡미만(~12평),20,1000,41,1995
경상남도,창원시 성산구,월세,60~85㎡(18~26평),141,5000,60,1994
경상남도,창원시 성산구,월세,85~135㎡(26~40평),20,10000,92,2012
경상남도,창원시 성산구,전세,135㎡이상(40평~),7,33000,0,1994
경상남도,창원시 성산구,전세,40~60㎡(12~18평),447,14500,0,1994
경상남도,창원시 성산구,전세,40㎡미만(~12평),40,10500,0,1995
경상남도,창원시 성산구,전세,60~85㎡(18~26평),284,26000,0,1994
경상남도,창원시 성산구,전세,85~135㎡(26~40평),49,37000,0,1995
경상남도,창원시 의창구,월세,135㎡이상(40평~),2,6500,215,2014
경상남도,창원시 의창구,월세,40~60㎡(12~18평),72,3251,46,2000
경상남도,창원시 의창구,월세,40㎡미만(~12평),8,3387,16,2011
경상남도,창원시 의창구,월세,60~85㎡(18~26평),121,5000,75,2015
경상남도,창원시 의창구,월세,85~135㎡(26~40평),7,10000,125,2014
경상남도,창원시 의창구,전세,135㎡이상(40평~),4,45850,0,2010
경상남도,창원시 의창구,전세,40~60㎡(12~18평),86,17750,0,1999
경상남도,창원시 의창구,전세,60~85㎡(18~26평),224,23000,0,2017
경상남도,창원시 의창구,전세,85~135㎡(26~40평),14,55000,0,2019
경상남도,창원시 진해구,월세,40~60㎡(12~18평),132,1825,41,2003
경상남도,창원시 진해구,월세,40㎡미만(~12평),56,1000,30,1995
경상남도,창원시 진해구,월세,60~85㎡(18~26평),162,4277,40,2017
경상남도,창원시 진해구,월세,85~135㎡(26~40평),1,29000,15,2007
경상남도,창원시 진해구,전세,135㎡이상(40평~),2,46000,0,2007
경상남도,창원시 진해구,전세,40~60㎡(12~18평),116,12910,0,2017
경상남도,창원시 진해구,전세,40㎡미만(~12평),26,6500,0,1991
경상남도,창원시 진해구,전세,60~85㎡(18~26평),616,13987,0,2018
경상남도,창원시 진해구,전세,85~135㎡(26~40평),12,32000,0,2007
경상남도,통영시,월세,40~60㎡(12~18평),38,1000,37,2002
경상남도,통영시,월세,40㎡미만(~12평),9,200,30,1995
경상남도,통영시,월세,60~85㎡(18~26평),34,2000,60,2010
경상남도,통영시,월세,85~135㎡(26~40평),5,2000,100,2007
경상남도,통영시,전세,40~60㎡(12~18평),14,11000,0,2016
경상남도,통영시,전세,60~85㎡(18~26평),17,20000,0,2014
경상남도,통영시,전세,85~135㎡(26~40평),3,25000,0,2010
경상남도,하동군,월세,40~60㎡(12~18평),1,500,35,2011
경상남도,함안군,월세,40~60㎡(12~18평),6,1000,47,1996
경상남도,함안군,월세,40㎡미만(~12평),1,500,30,2001
경상남도,함안군,월세,60~85㎡(18~26평),3,2000,65,2006
경상남도,함안군,전세,40~60㎡(12~18평),3,8000,0,2004
경상남도,함안군,전세,60~85㎡(18~26평),2,4000,0,2000
경상남도,함양군,월세,40~60㎡(12~18평),1,1000,40,1989
경상남도,함양군,월세,60~85㎡(18~26평),2,2750,47,2011
경상남도,함양군,전세,60~85㎡(18~26평),7,15000,0,2024
경상남도,합천군,전세,60~85㎡(18~26평),1,4000,0,1992
경상북도,경산시,월세,135㎡이상(40평~),4,2000,127,2009
경상북도,경산시,월세,40~60㎡(12~18평),198,1000,40,1997
경상북도,경산시,월세,40㎡미만(~12평),45,2356,12,2022
경상북도,경산시,월세,60~85㎡(18~26평),169,2000,65,2015
경상북도,경산시,월세,85~135㎡(26~40평),16,3000,128,2018
경상북도,경산시,전세,135㎡이상(40평~),2,34500,0,2009
경상북도,경산시,전세,40~60㎡(12~18평),91,10000,0,2004
경상북도,경산시,전세,40㎡미만(~12평),11,5000,0,1988
경상북도,경산시,전세,60~85㎡(18~26평),215,18500,0,2016
경상북도,경산시,전세,85~135㎡(26~40평),21,26000,0,2009
경상북도,경주시,월세,40~60㎡(12~18평),134,1500,43,2018
경상북도,경주시,월세,40㎡미만(~12평),14,500,45,1991
경상북도,경주시,월세,60~85㎡(18~26평),120,2000,60,2018
경상북도,경주시,월세,85~135㎡(26~40평),8,3000,115,2009
경상북도,경주시,전세,135㎡이상(40평~),1,32000,0,2009
경상북도,경주시,전세,40~60㎡(12~18평),232,7552,0,2018
경상북도,경주시,전세,40㎡미만(~12평),8,8750,0,1991
경상북도,경주시,전세,60~85㎡(18~26평),378,10162,0,2018
경상북도,경주시,전세,85~135㎡(26~40평),12,27500,0,2010
경상북도,고령군,월세,40~60㎡(12~18평),9,1000,50,2024
경상북도,고령군,월세,40㎡미만(~12평),2,300,26,1998
경상북도,고령군,월세,60~85㎡(18~26평),2,11250,40,2024
경상북도,고령군,전세,40~60㎡(12~18평),8,11525,0,2024
경상북도,고령군,전세,40㎡미만(~12평),1,2800,0,2001
경상북도,고령군,전세,60~85㎡(18~26평),3,15750,0,2024
경상북도,구미시,월세,40~60㎡(12~18평),234,1000,40,1999
경상북도,구미시,월세,40㎡미만(~12평),42,1000,15,2012
경상북도,구미시,월세,60~85㎡(18~26평),142,2000,72,2011
경상북도,구미시,월세,85~135㎡(26~40평),22,2000,80,2018
경상북도,구미시,전세,135㎡이상(40평~),1,45000,0,2007
경상북도,구미시,전세,40~60㎡(12~18평),264,12000,0,2015
경상북도,구미시,전세,40㎡미만(~12평),4,9100,0,2007
경상북도,구미시,전세,60~85㎡(18~26평),323,18900,0,2017
경상북도,구미시,전세,85~135㎡(26~40평),30,27750,0,2009
경상북도,김천시,월세,40~60㎡(12~18평),57,1000,35,2004
경상북도,김천시,월세,40㎡미만(~12평),21,400,30,2014
경상북도,김천시,월세,60~85㎡(18~26평),39,2000,100,2015
경상북도,김천시,월세,85~135㎡(26~40평),1,3000,150,2016
경상북도,김천시,전세,40~60㎡(12~18평),10,15000,0,2014
경상북도,김천시,전세,40㎡미만(~12평),2,2082,0,2011
경상북도,김천시,전세,60~85㎡(18~26평),58,25000,0,2016
경상북도,김천시,전세,85~135㎡(26~40평),6,30000,0,2016
경상북도,문경시,월세,40~60㎡(12~18평),15,1000,50,1997
경상북도,문경시,월세,40㎡미만(~12평),7,1000,21,2021
경상북도,문경시,월세,60~85㎡(18~26평),2,2000,57,2003
경상북도,문경시,전세,60~85㎡(18~26평),2,18000,0,2018
경상북도,상주시,월세,40~60㎡(12~18평),26,500,48,1995
경상북도,상주시,월세,40㎡미만(~12평),17,500,40,1997
경상북도,상주시,월세,60~85㎡(18~26평),10,1500,70,2007
경상북도,상주시,월세,85~135㎡(26~40평),1,5000,50,2005
경상북도,상주시,전세,40~60㎡(12~18평),4,9500,0,2001
경상북도,상주시,전세,40㎡미만(~12평),1,5000,0,1999
경상북도,상주시,전세,60~85㎡(18~26평),4,20000,0,2017
경상북도,성주군,월세,40~60㎡(12~18평),1,2500,45,1992
경상북도,성주군,월세,60~85㎡(18~26평),1,6000,60,2023
경상북도,안동시,월세,40~60㎡(12~18평),94,2000,15,2015
